GO:0009987	P	0.81	cellular process
GO:0065007	P	0.61	biological regulation
GO:0044699	P	0.60	single-organism process
GO:0050789	P	0.55	regulation of biological process
GO:0050794	P	0.54	regulation of cellular process
GO:0008152	P	0.49	metabolic process
GO:0044763	P	0.42	single-organism cellular process
GO:0071704	P	0.37	organic substance metabolic process
GO:0044238	P	0.37	primary metabolic process
GO:0050896	P	0.35	response to stimulus
GO:0032502	P	0.34	developmental process
GO:0009607	P	0.31	response to biotic stimulus
GO:0048523	P	0.30	negative regulation of cellular process
GO:0044767	P	0.30	single-organism developmental process
GO:0007165	P	0.29	signal transduction
GO:0048856	P	0.28	anatomical structure development
GO:0042221	P	0.27	response to chemical
GO:0043170	P	0.26	macromolecule metabolic process
GO:1903901	P	0.25	negative regulation of viral life cycle
GO:0048522	P	0.25	positive regulation of cellular process
GO:0044419	P	0.25	interspecies interaction between organisms
GO:0043207	P	0.25	response to external biotic stimulus
GO:0032501	P	0.25	multicellular organismal process
GO:0010033	P	0.25	response to organic substance
GO:0046597	P	0.24	negative regulation of viral entry into host cell
GO:0045071	P	0.24	negative regulation of viral genome replication
GO:0035456	P	0.24	response to interferon-beta
GO:0035455	P	0.24	response to interferon-alpha
GO:0034341	P	0.24	response to interferon-gamma
GO:0009615	P	0.24	response to virus
GO:0044237	P	0.23	cellular metabolic process
GO:0002376	P	0.22	immune system process
GO:0016043	P	0.20	cellular component organization
GO:0019538	P	0.18	protein metabolic process
GO:0060337	P	0.17	type I interferon signaling pathway
GO:0051239	P	0.17	regulation of multicellular organismal process
GO:0044707	P	0.16	single-multicellular organism process
GO:0060255	P	0.15	regulation of macromolecule metabolic process
GO:0051240	P	0.15	positive regulation of multicellular organismal process
GO:0051179	P	0.15	localization
GO:0051128	P	0.15	regulation of cellular component organization
GO:0044260	P	0.15	cellular macromolecule metabolic process
GO:0080090	P	0.14	regulation of primary metabolic process
GO:0050793	P	0.14	regulation of developmental process
GO:0045595	P	0.14	regulation of cell differentiation
GO:0042127	P	0.14	regulation of cell proliferation
GO:0032879	P	0.14	regulation of localization
GO:0031323	P	0.14	regulation of cellular metabolic process
GO:0006810	P	0.14	transport
GO:1901575	P	0.13	organic substance catabolic process
GO:0031326	P	0.13	regulation of cellular biosynthetic process
GO:0019219	P	0.13	regulation of nucleobase-containing compound metabolic process
GO:0010605	P	0.13	negative regulation of macromolecule metabolic process
GO:0010468	P	0.13	regulation of gene expression
GO:0008285	P	0.13	negative regulation of cell proliferation
GO:0007155	P	0.13	cell adhesion
GO:0006950	P	0.13	response to stress
GO:2001141	P	0.12	regulation of RNA biosynthetic process
GO:0098542	P	0.12	defense response to other organism
GO:0051130	P	0.12	positive regulation of cellular component organization
GO:0048513	P	0.12	animal organ development
GO:0045597	P	0.12	positive regulation of cell differentiation
GO:0031327	P	0.12	negative regulation of cellular biosynthetic process
GO:0016192	P	0.12	vesicle-mediated transport
GO:0010629	P	0.12	negative regulation of gene expression
GO:0010558	P	0.12	negative regulation of macromolecule biosynthetic process
GO:0009653	P	0.12	anatomical structure morphogenesis
GO:0009057	P	0.12	macromolecule catabolic process
GO:0006996	P	0.12	organelle organization
GO:0006508	P	0.12	proteolysis
GO:0005975	P	0.12	carbohydrate metabolic process
GO:1902679	P	0.11	negative regulation of RNA biosynthetic process
GO:0065008	P	0.11	regulation of biological quality
GO:0051607	P	0.11	defense response to virus
GO:0051094	P	0.11	positive regulation of developmental process
GO:0030163	P	0.11	protein catabolic process
GO:0007507	P	0.11	heart development
GO:0006914	P	0.11	autophagy
